Timestamp,Severity,Reasons,ImagePath,OCRText
2025-04-22 20:14:53,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-201448.png,"ay  Las /Us tae Xi  | 2 nn an ‘ om —— AL  IR» Oo, ©  @ (€LJ~ Screenshot 2025-04-15 at 3.20.04PM © QQ Ay 4 Q Search  DHL OFFICE  ATTENTION DEAR BENEFICIARY  To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight, Reply-To: dhloffice7635@gmail.com  © Junk - aintuh810@gmail.com  ©  ATTENTION DEAR BENEFICIARY Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration, Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport.......  Phone numberv......  Copy of your ID card  Your urgent reply is needed immediately Best Regard  Wayne Johnston  April 11, 2025 at 4:59 PM  Details  wae "
2025-04-22 20:20:28,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-202023.png,"c 3 Preview File Edit View Go Tools Window Help 0,0) (C) @) Ff Q @S TueApr 22 8:20PM  @ (€LJ~ Screenshot 2025-04-15 at 3.20.04PM © QQ Ay CO» GO @® CH search © DHL OFFICE & Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  . . . Details To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight,  Reply-To: dhloffice7635@gmail.com  ATTENTION DEAR BENEFICIARY  Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration, 2 a  Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will a deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport...  Phone numberv......  ee “i Copy of your ID card  Your urgent reply is needed immediately Best Regard  Wayne Johnston  98OF SoO 7 SOHOSBONS GBH £082 av  "
2025-04-22 20:22:39,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-202234.png,"c 3 Preview File Edit View Go Tools Window Help 0,0) (C) @) Ff Q OS TueApr 22 8:22PM  @ (€LJ~ Screenshot 2025-04-15 at 3.20.04PM © QQ Ay CO» GO @® EH search © DHL OFFICE & Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  . . . Details To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight,  Reply-To: dhloffice7635@gmail.com  ATTENTION DEAR BENEFICIARY  Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration, 2 a  Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will a deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport...  Phone numberv......  ee “i Copy of your ID card  Your urgent reply is needed immediately Best Regard  Wayne Johnston  98OF SoO 7 SOHOSBONS GBH £082 av  "
2025-04-22 20:33:40,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-203334.png,"@ Preview  ae 222 ¢ > PHISH-FR-1 ita Sop = /|0)|& wv mh DO Or Q  Last /Use taek xity  File Edit View Go Tools Window _ Help E Zs Q @ TueApr 22 8:33PM  taek — Launch PHISH-ER.command — Python « Launch PHISH-ER.comma... |  ts  @ (L)~ Screenshot 2025-04-15 at 3.20.04PM © QQ An 2» OG @® E& search  © DHL OFFICE & Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight,  Reply-To: dhloffice7635@gmail.com  Details  ATTENTION DEAR BENEFICIARY Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration, Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport.......  Phone numberv......  Copy of your ID card  Your urgent reply is needed immediately Best Regard Wayne Johnston  ?  Lo  BOF e&eaO7S0O0O80N8 GH £082 fa "
2025-04-22 20:37:51,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-203745.png,"@ Preview File Edit View Go Tools Window Help E se Q @ TueApr 22 8:37PM  y i aaa <> DHISH-EFP-1 ita | eae) soy hy  1@@@ ak PHISH- ER.command — screencapture « Launch PHISH-ER... - |  Last .  fuga @ f£)~ Screenshot 2025-04-15 at 3.20.04PM © QQ A CO» GO @® EH search  taek  © DHL OFFICE & Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight, Reply-To: dhloffice7635@gmail.com  Details  ATTENTION DEAR BENEFICIARY  Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration,  Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport.......  Phone numberv......  Copy of your ID card  Your urgent reply is needed immediately Best Regard Wayne Johnston  S8OFe eo 7SOHOBOnS GBH £02 fav "
2025-04-22 20:41:22,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-204117.png,"@ Preview File Edit View Go Tools Window Help E Q @ TueApr 22 8:41PM  oo ®e@@ < PHISH-ER-Lite co = OM ® sey fh  Last a OO  ie @ (fLJ~ Screenshot 2025-04-15 at 3.20.04PM © QQ A 2-»r Go ® Oe Serra xity  bd A  O  © DHL OFFICE & Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight, Reply-To: dhloffice7635@gmail.com  Details  ATTENTION DEAR BENEFICIARY  Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration,  Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport.......  Phone numberv......  Copy of your ID card  Your urgent reply is needed immediately Best Regard Wayne Johnston  SHBOF®eoOrTSsOHOBOne GBH £082? "
2025-04-22 20:54:43,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-205438.png,"@ Preview File Edit View Go Tools Window Help E Ss Q @ TueApr 22 8:54PM  @@a@ | ¢ > DHISH-FR-lite Sa soy hy ©®@@ taek — Launch PHISH-ER.command — Python « Launch PHISH-ER.comma.. _k Last se @@©@ ([LJ~ Screenshot 2025-04-15 at 3.20.04PM @®@ QQ fh 2 +> BP @® B&F QsFearch  taek xity  O  © DHL OFFICE 65 Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight, Reply-To: dhloffice7635@gmail.com  ATTENTION DEAR BENEFICIARY  Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration,  Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport.......  Phone numberv......  Copy of your ID card  Your urgent reply is needed immediately Best Regard Wayne Johnston  SBOr®eaO7BOOS0H8 OO £08 "
2025-04-22 21:00:35,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-210030.png,"@ Preview File Edit View Go Tools Window Help E Ss Q ®&@ TueApr 22 9:00PM  . f aaa te > _PHISH-FR-1 ite mi = O & soy hy  © @ @ taek — Launch PHISH-ER.command — screencapture « Launch PHISH-ER.. |  Last -  fuga @ ££) ~ Screenshot 2025-04-15 at 3.20.04PM © QQ A CO» GO @® EH search  taek  © DHL OFFICE & Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight, Reply-To: dhloffice7635@gmail.com  Details  ATTENTION DEAR BENEFICIARY  Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration,  Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport...  Phone numberv......  Copy of your ID card  Your urgent reply is needed immediately Best Regard Wayne Johnston  980% eoO7SOO8 GO soe: hai  "
2025-04-22 21:02:42,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-210236.png,"@ Preview File Edit View Go Tools Window Help E => Q §& = TueApr 22 9:02PM  i aae re > _PHISH-FR-1 ite ii m: taek — Launch PHISH-ER.command — screencapture « Launch PHISH-ER..  [ ) LD -_ Screenshot 2025-04-15 at 3.20.04PM  © DHL OFFICE & Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight, Reply-To: dhloffice7635@gmail.com  Details  ATTENTION DEAR BENEFICIARY Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration, Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name  Home address  Email address  Nearest Airport  Phone number.  Copy of your ID card  Your urgent reply is needed immediately Best Regard  Wayne Johnston  980% eoO7SOO8 GO soe: ha’  "
2025-04-22 21:05:03,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-210458.png,"@ Preview File Edit View Go Tools Window Help E Ss Q @ TueApr 22 9:04PM  j “| a & @ vA > PHISH-FR-1 ita =8 = OM © ZB y ® @ @ taek — Launch PHISH-ER.command — Python < Launch PHISH-ER.comma.. Last - fs @ (f)~ Screenshot 2025-04-15 at 3.20.04PM © QQ A CO» GO @® EH search  taek  © DHL OFFICE & Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight, Reply-To: dhloffice7635@gmail.com  Details  ATTENTION DEAR BENEFICIARY  Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration,  Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name ............0  Home address......  Email address.......  Nearest Airport...  Phone numberv......  Copy of your ID card  Your urgent reply is needed immediately Best Regard Wayne Johnston  980% eoO7SOO8 GO soe: ha’  "
2025-04-22 21:22:27,⚠️ MEDIUM RISK,confirm|Contains URL,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-212221.png,"@ Messages File Edit View Conversation Format Window Help E ] Tue Apr 22 9:22PM  PHISH-FR-1 ite  Last login: Tue Apr 22 27:94:59 a= ##uco4c /Users/taek/PHISH-ER-I  taek@TAEs-MacBook-Air @ ©) © To: +1 (365) 986-4399 xit;  ? App started!  YG iMessage Mon, Jul 29 at 1:12PM  U.S. Customs: You have a USPS parcel being cleared, due to the detection of an invalid zip code address, the parcel can not be cleared, the parcel is temporarily detained, please confirm the zip code address information in the link within 24 hours.  & https://us-usps-wuninia.xyz/i  Rain starting in 31 min (Please reply with a Y, then exit the text message and open it again to activate the link, or copy  the link into your Safari browser and open it)  Have a great day from the USPS team! A TTEULEELELULULE LU LE LL 30m 40m 50m  tom April 11, 2025 at 4:59P |  BdDoOoooOoOOMmO OC  2 o> « :°@x  "
2025-04-22 21:41:54,✅ SAFE,,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-214149.png,"@ Terminal Shell Edit View Window Help E Tue Apr 22 9:41PM  il @ © @ © taek — Launch PHISH-ER.command — Python « Launch PHISH-ER.comma...  tael Last login: Tue Apr 22 21:37:15 on ttys@15 xit} /Users/taek/PHISH-ER-Lite/Launch\ PHISH-ER.command ; exit;  taek@TAEs—MacBook-Air ~ % /Users/taek/PHISH-ER-Lite/Launch\ PHISH-ER.command ; e ===] xit; . @ | X1t; scan_history.csv {| === PHISH-ER + Tray launched. Press ENTER to close this window. === Ee ? App started!  csv  PHISHER  SHELL  Launch PHISH- phisher_icon.png Rain starting in 26 min ER.command  les TT m 30m 40m 50m  PYTHON  phishericon.png tray_icon.py  unch PHISH-ER.command  com April 11, 2025 at 4:59P  > / Detail  + aie  zueé:°@x~viGiexv@age2nsgegg 2m "
2025-04-22 21:41:57,✅ SAFE,,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-214152.png,"@ Terminal Shell Edit View Window Help E Tue Apr 22 9:41PM  il @ © @ © taek — Launch PHISH-ER.command — Python « Launch PHISH-ER.comma...  tael Last login: Tue Apr 22 21:37:15 on ttys@15 xit} /Users/taek/PHISH-ER-Lite/Launch\ PHISH-ER.command ; exit;  taek@TAEs—MacBook-Air ~ % /Users/taek/PHISH-ER-Lite/Launch\ PHISH-ER.command ; e csy  ===] xit; .  - 1 xit; scan_history.csv * R¢ === PHISH-ER + Tray launched. Press ENTER to close this window. === Mg  +00( App started!  {  Reas Sl  PHISHER  SHELL  Launch PHISH- phisher_icon.png Rain starting in 26 min ER.command  les TT m 30m 40m 50m  PYTHON  phishericon.png tray_icon.py  unch PHISH-ER.command  com April 11, 2025 at 4:59P  > / Detail  + aie  zueé:°@x~viGiexv@age2nsgegg 2m "
2025-04-22 21:46:44,⚠️ MEDIUM RISK,confirm|Contains URL,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-214639.png,"@ Messages File Edit View Conversation Format Window Help E Tue Apr 22 9:46PM  Last login: Tue Aj ece@e To: +1 (365) 986-4399 /Users/taek/PHISH- taek@TAEs—MacBook- . xit; 4) iMessage Mon, Jul 29 at 1:12PM  === PHISH-ER + Tri ° App started! U.S. Customs: You have a USPS parcel being cleared, due to the detection of an invalid zip code address, the parcel can not be cleared, the parcel is temporarily detained, please confirm the zip code address information in the link within 24 hours. a  https://us-usps-wuninia.xyz/i Rain starting in 26 min (Please reply with a Y, then exit the text message and open it again to activate the link, or copy the link into your Safari browser and open it) AOR EQUTR ARORA AGORA OA ERO AGORA DAO  Have a great day from the USPS team! 30m 40m 50m  com April 11, 2025 at 4:59P  Detail  "
2025-04-22 21:55:20,⚠️ MEDIUM RISK,confirm|Contains URL,/Users/taek/Desktop/phish_screenshots/screenshot_20250422-215514.png,"@ Messages File Edit View Conversation Format Window Help E Tue Apr 22 9:55PM  Last login: Tue A) ®© © To: +1 (365) 986-4399 /Users/taek/PHISH- taek@TAEs—MacBook:- . xit; 4) iMessage Mon, Jul 29 at 1:12PM === PHISH-ER + Tri ° App started! U.S. Customs: You have a USPS parcel being cleared, due to the detection of an invalid zip code address, the parcel can not be cleared, the parcel is temporarily detained, please confirm the zip code address information in the link within 24 hours. a 7) https://us-usps-wuninia.xyz/i Rain for the next hour (Please reply with a Y, then exit the text message and open it again to activate the link, or copy the link into your Safari browser and open it)  Have a great day from the USPS team! 30m 40m 50m  com April 11, 2025 at 4:59P  Detail  "
2025-04-23 18:26:10,⚠️ MEDIUM RISK,urgent,/Users/taek/Desktop/phish_screenshots/screenshot_20250423-182606.png,"4 Preview File Edit View Go Tools Window’ Help ) Wed Apr 23 6:26PM  @ fLJ~ Screenshot 2025-04-15 at 3.20.04PM  DHL OFFICE © Junk - aintuh810@gmail.com April 11, 2025 at 4:59PM ATTENTION DEAR BENEFICIARY  To: undisclosed-recipients:;, Bcc: Shamonte (TAE) Knight,  Reply-To: dhloffice7635@gmail.com  Details  ATTENTION DEAR BENEFICIARY Your ATM Card worth of $11.5million USD has been approved and was deposited with DHL delivery company for registration, Unfortunately we failed to deliver the ATM CARD which was sent on 9th of april 2025 in time because the address is not correct.  Please forward your correct location information so that | will deliver your ATM card to you at your door step to avoid delivery to the wrong person  full name  Home address  Email address  Nearest Airport  Phone number  Copy of your ID card  Your urgent reply is needed immediately Best Regard  Wayne Johnston  92OF eB oaOrTSsOOSBOnS OOH £082  "
